file,recovery,drop
4222e5c2-7a87-409d-b55f-75db4c482f00,"[[2296.308056, 3378.531944]]","[[3455.303333, 3616.246389]]"
42a6cefb-1e17-4c8f-b5dd-5cc5d9fe0526,"[[2307.63, 2840.408333], [3043.746389, 3365.478611]]","[[2841.484722, 3003.430556], [3438.484167, 3972.699167]]"
4383de67-ff8a-4822-a2ef-133c24b3631c,"[[2331.228056, 3452.568333]]","[[3452.990833, 3779.308056]]"
46c4657d-5d3d-4282-87a8-0c9c053e598e,"[[160.641389, 611.576944]]","[[720.905556, 1058.348333]]"
4b144e52-3d8f-4c8b-82a0-a1e9725794a9,"[[1777.272778, 2750.104444]]","[[2767.2625, 2936.619444]]"
4e8d1307-8689-45c8-b7ab-69c63f00ff55,"[[9501.974722, 9590.689722], [10655.0, 10712.012222], [12034.846111, 12387.928056]]","[[10712.645278, 11112.6075], [12388.969444, 12706.6975]]"
4f6cb554-2580-432b-9060-76102d07fdb9,"[[1332.901667, 1487.560833]]","[[1531.117222, 1780.143056]]"
5795fed1-df25-48e6-91cc-b374bbbee1aa,"[[171.821389, 193.952222], [4363.180556, 4377.698889]]","[[194.218889, 266.115556], [3892.4, 3987.813611], [4377.973889, 4519.803889]]"
5dbc4812-135e-4e6b-9a14-e2cde50489f5,"[[16856.103056, 16968.281111]]","[[3739.800833, 3829.495556], [16992.571111, 17103.415833]]"
6067f320-345a-442a-b546-660103093ca1,"[[1696.354722, 1746.009167]]","[[1774.058333, 1950.266667]]"
627507d6-b21b-4a3e-9118-768d2ee3d81e,"[[2278.808333, 2651.059722], [3113.253889, 3560.377778]]","[[3420.361389, 3442.553611], [3578.305, 3604.728056]]"
62ace5dd-525c-4a7a-9463-080e8abef19d,"[[6240.0, 6378.016667]]","[[3588.016667, 3742.016667], [3998.016667, 4182.016667]]"
63cd28dc-ded4-4aca-8f10-09d76be673d1,"[[2348.194722, 2881.126389], [2990.830833, 3187.018611], [3263.452222, 3331.508333], [3423.514167, 3477.385]]","[[3511.295278, 3616.697778], [9039.038889, 9142.559167], [10573.080556, 10626.080556]]"
6951f347-3d7a-42fd-8668-d24c6853c23a,"[[2246.873611, 3338.528333]]","[[3481.826667, 3611.928333]]"
69e7e0fa-734a-465a-8de3-829b9b3dee7a,"[[11716.979722, 12187.260278]]","[[12216.42, 12252.248889]]"
6a6a609a-088c-4853-b129-3c93b5ab95ca,"[[452.699167, 649.624722]]","[[1217.556667, 1702.617222]]"
6b132b91-c5f9-4fd0-b8f0-22d2d9b3fbc1,"[[637.505833, 947.325278]]","[[947.513889, 1134.430278]]"
6ce2eacf-3a1e-4622-b288-06228d79fedc,"[[380.422222, 472.063889], [2355.921111, 2682.5525], [3418.193611, 3483.923056], [4187.459167, 4238.010833], [4470.331667, 4533.469167], [4887.338889, 4919.305556]]","[[2903.906667, 2997.571944], [3076.246111, 3192.5175], [3244.931944, 3417.419167], [3484.517222, 3605.011944], [4238.261111, 4296.906111], [4927.455833, 5246.416944]]"
6dbc34fc-4e94-4d56-9cff-2e3087d702ae,"[[132.205556, 335.730556], [11793.453611, 12341.178333]]","[[1280.3875, 1318.331944], [12342.805833, 12634.787222]]"
7dc0adee-fbfb-46a0-803d-54275561d1eb,"[[709.342778, 1174.077778], [1278.684444, 1499.773611], [3939.271389, 4079.725278], [11160.126667, 12243.605]]","[[1221.020278, 1278.084722], [1500.353333, 1745.603889], [4130.816111, 4296.328056], [12244.203056, 12480.936667]]"
7e07c834-456a-4ab2-8779-ab58d2888716,"[[11694.237222, 12211.514444]]","[[12212.078611, 12739.294444]]"
837241ab-62c5-437c-a78b-ebecb64b9905,"[[11126.826944, 12329.892778]]","[[12330.034722, 12492.0775]]"
8ed3816e-4a3f-41c1-9682-3c0f116827eb,"[[3272.320833, 3607.251389], [7414.524444, 7437.501667], [8022.398056, 8077.428333], [8129.886667, 8418.779722], [8587.078889, 8603.4875]]","[[3607.448056, 4137.451111], [7437.696111, 7457.464444], [8077.602778, 8125.472222], [8425.066389, 8948.705556]]"
